,YEAR,WEEK,RANK,PLAYER,ATT,RUSH YDS,Y/A,LG,20+,RUSH TD,REC,TGT,REC YDS,Y/R,REC TD,FL,G,Zero PPR,Half PPR,One PPR,Unnamed: 20
73,2022,8,38,Najee Harris (PIT) ,8,32,4,18,0,0,6,6,26,4.3,0,0,1,5.8,8.8,11.8,0.2
1236,2021,14,31,Rex Burkhead (HOU) ,11,40,3.6,10,0,0,4,4,26,6.5,0,0,1,6.6,8.6,10.6,0
1500,2020,1,38,Myles Gaskin (MIA) ,9,40,4.4,10,0,0,4,4,26,6.5,0,0,1,6.6,8.6,10.6,0
2042,2020,11,34,J.D. McKissic (WAS) ,6,43,7.2,14,0,0,3,4,26,8.7,0,0,1,6.9,8.4,9.9,0
443,2022,1,29,Darrell Henderson Jr. (LAR) ,13,47,3.6,18,0,0,5,5,26,5.2,0,0,1,7.3,9.8,12.3,0
381,2022,2,21,Joe Mixon (CIN) ,19,57,3,10,0,0,3,4,26,8.7,0,0,1,8.3,9.8,11.3,0
2257,2020,15,28,Miles Sanders (PHI) ,17,64,3.8,10,0,0,1,2,26,26,0,0,1,9,9.5,10,0
546,2021,2,7,Ezekiel Elliott (DAL) ,16,71,4.4,19,0,1,2,2,26,13,0,0,1,15.7,16.7,17.7,0
1817,2020,7,6,Kareem Hunt (CLE) ,18,76,4.2,15,0,0,3,4,26,8.7,1,0,1,16.2,17.7,19.2,0
2128,2020,13,9,Nick Chubb (CLE) ,18,80,4.4,29,1,1,1,1,26,26,0,0,1,16.6,17.1,17.6,0
115,2022,7,23,Tony Pollard (DAL) ,12,83,6.9,28,2,0,2,2,26,13,0,0,1,10.9,11.9,12.9,0
362,2022,2,1,Nick Chubb (CLE) ,17,87,5.1,22,1,3,3,3,26,8.7,0,0,1,29.3,30.8,32.3,0
498,2021,1,22,Chris Carson (FA) ,16,91,5.7,33,2,0,3,3,26,8.7,0,1,1,9.7,11.2,12.7,0
2299,2020,16,8,David Montgomery (CHI) ,23,95,4.1,26,1,1,2,2,26,13,0,0,1,18.1,19.1,20.1,0
369,2022,2,8,Christian McCaffrey (SF) ,15,102,6.8,49,3,0,4,5,26,6.5,0,0,1,12.8,14.8,16.8,0
2234,2020,15,4,Dalvin Cook (MIN) ,24,124,5.5,20,1,1,5,5,27,5.4,0,0,1,21.9,24.4,26.9,0
1800,2020,6,49,Nyheim Hines (BUF) ,0,0,0,0,0,0,5,6,27,5.4,0,0,1,2.7,5.2,7.7,0
1854,2020,7,46,Brian Hill (FA) ,2,3,1.5,2,0,0,3,3,27,9,0,0,1,3,4.5,6,0
66,2022,8,26,D'Andre Swift (DET) ,5,6,1.2,7,0,0,5,5,27,5.4,1,0,1,9.3,11.8,14.3,0
696,2021,4,44,David Johnson (FA) ,5,21,4.2,10,0,0,3,4,27,9,0,0,1,4.8,6.3,7.8,0
899,2021,8,22,Rex Burkhead (HOU) ,4,21,5.3,14,0,1,3,4,27,9,0,0,1,10.8,12.3,13.8,0
458,2022,1,45,Jerick McKinnon (KC) ,4,22,5.5,18,0,0,3,4,27,9,0,0,1,4.9,6.4,7.9,0
398,2022,2,42,Michael Carter (NYJ) ,7,23,3.3,8,0,0,5,5,27,5.4,0,0,1,5,7.5,10,0
860,2021,7,34,David Johnson (FA) ,7,25,3.6,13,0,0,5,6,27,5.4,0,0,1,5.2,7.7,10.2,0
1132,2021,12,35,Rex Burkhead (HOU) ,12,27,2.3,10,0,0,3,3,27,9,0,0,1,5.4,6.9,8.4,0
1443,2021,18,42,Najee Harris (PIT) ,11,28,2.5,15,0,0,4,4,27,6.8,0,0,1,5.5,7.5,9.5,0
511,2021,1,37,Leonard Fournette (TB) ,9,32,3.6,7,0,0,5,7,27,5.4,0,0,1,5.9,8.4,10.9,0
1187,2021,13,31,Rashaad Penny (SEA) ,10,35,3.5,11,0,0,1,1,27,27,0,0,1,6.2,6.7,7.2,0
2320,2020,16,32,Darrel Williams (ARI) ,10,46,4.6,11,0,0,4,6,27,6.8,0,0,1,7.3,9.3,11.3,0
442,2022,1,27,Aaron Jones (GB) ,5,49,9.8,29,1,0,3,5,27,9,0,0,1,7.6,9.1,10.6,0
506,2021,1,31,Myles Gaskin (MIA) ,9,49,5.4,15,0,0,5,5,27,5.4,0,0,1,7.6,10.1,12.6,0
628,2021,3,29,Chuba Hubbard (CAR) ,11,52,4.7,14,0,0,3,5,27,9,0,0,1,7.9,9.4,10.9,0
1719,2020,5,13,Chris Carson (FA) ,8,52,6.5,29,1,1,6,7,27,4.5,0,0,1,13.9,16.9,19.9,0
1001,2021,10,12,James Robinson (NYJ) ,12,57,4.8,18,0,1,4,5,27,6.8,0,0,1,14.4,16.4,18.4,0
2302,2020,16,11,Miles Sanders (PHI) ,15,57,3.8,7,0,1,4,6,27,6.8,0,0,1,14.4,16.4,18.4,0
118,2022,7,28,Jonathan Taylor (IND) ,10,58,5.8,14,0,0,7,8,27,3.9,0,0,1,8.5,12,15.5,0
1718,2020,5,12,Devonta Freeman (FA) ,17,60,3.5,9,0,1,2,3,27,13.5,0,0,1,14.7,15.7,16.7,0
783,2021,6,6,Darrel Williams (ARI) ,21,62,3,11,0,2,3,4,27,9,0,0,1,20.9,22.4,23.9,0
1676,2020,4,27,Clyde Edwards-Helaire (KC) ,16,64,4,13,0,0,3,3,27,9,0,0,1,9.1,10.6,12.1,0
1875,2020,8,15,Jamaal Williams (DET) ,16,75,4.7,10,0,0,6,6,27,4.5,0,0,1,10.2,13.2,16.2,2
1661,2020,4,11,Mike Davis (BAL) ,16,84,5.3,21,1,1,5,6,27,5.4,0,0,1,17.1,19.6,22.1,0
681,2021,4,25,Darrell Henderson Jr. (LAR) ,14,89,6.4,15,0,0,5,6,27,5.4,0,0,1,11.6,14.1,16.6,0
197,2022,5,7,Dalvin Cook (MIN) ,18,94,5.2,15,0,2,2,2,27,13.5,0,0,1,24.1,25.1,26.1,0
1104,2021,12,3,Cordarrelle Patterson (ATL) ,16,108,6.8,27,1,2,2,3,27,13.5,0,0,1,25.5,26.5,27.5,0
1264,2021,15,9,D'Onta Foreman (CAR) ,22,108,4.9,20,1,0,2,3,27,13.5,0,0,1,13.5,14.5,15.5,0
108,2022,7,14,D'Onta Foreman (CAR) ,15,118,7.9,60,5,0,2,2,27,13.5,0,0,1,14.5,15.5,16.5,0
936,2021,9,2,Jonathan Taylor (IND) ,19,84,9.1,78,5,2,2,2,28,14,0,0,1,32,33,34,0
2390,2020,17,55,Chase Edmonds (DEN) ,3,3,-1,3,0,0,2,2,28,14,0,0,1,2.5,3.5,4.5,0
175,2022,6,40,Chase Edmonds (DEN) ,2,3,1.5,2,0,0,2,2,28,14,0,0,1,3.1,4.1,5.1,0
2335,2020,16,53,Jerick McKinnon (KC) ,1,4,4,4,0,0,3,4,28,9.3,0,0,1,3.2,4.7,6.2,0
1574,2020,2,54,Tevin Coleman (SF) ,14,12,0.9,6,0,0,2,2,28,14,0,0,1,4,5,6,0
213,2022,5,23,Eno Benjamin (ARI) ,8,25,3.1,11,0,1,3,4,28,9.3,0,0,1,11.3,12.8,14.3,0
636,2021,3,39,Miles Sanders (PHI) ,2,27,13.5,24,1,0,3,4,28,9.3,0,0,1,5.5,7,8.5,0
857,2021,7,31,Chuba Hubbard (CAR) ,12,28,2.3,13,0,0,4,5,28,7,0,0,1,5.6,7.6,9.6,0
492,2021,1,15,Kareem Hunt (CLE) ,6,33,5.5,15,0,1,3,3,28,9.3,0,0,1,12.1,13.6,15.1,2
162,2022,6,24,Eno Benjamin (ARI) ,15,37,2.5,6,0,0,3,3,28,9.3,0,0,1,6.5,8,9.5,0
805,2021,6,30,Devontae Booker (FA) ,12,41,3.4,14,0,0,4,4,28,7,0,0,1,6.9,8.9,10.9,0
1127,2021,12,28,David Montgomery (CHI) ,17,46,2.7,12,0,0,3,3,28,9.3,0,0,1,7.4,8.9,10.4,0
383,2022,2,23,Raheem Mostert (MIA) ,11,51,4.6,11,0,0,3,3,28,9.3,0,0,1,7.9,9.4,10.9,0
1179,2021,13,22,Clyde Edwards-Helaire (KC) ,14,54,3.9,10,0,0,3,3,28,9.3,0,0,1,8.2,9.7,11.2,0
1229,2021,14,23,Devontae Booker (FA) ,8,56,7,9,0,0,4,5,28,7,0,0,1,8.4,10.4,12.4,0
724,2021,5,8,Kareem Hunt (CLE) ,12,61,5.1,12,0,2,5,6,28,5.6,0,0,1,20.9,23.4,25.9,0
1488,2020,1,25,James Robinson (NYJ) ,16,62,3.9,12,0,0,1,1,28,28,0,0,1,9,9.5,10,0
312,2022,3,8,Rhamondre Stevenson (NE) ,12,73,6.1,18,0,1,4,5,28,7,0,0,1,16.1,18.1,20.1,0
790,2021,6,13,James Robinson (NYJ) ,17,73,4.3,24,1,1,3,4,28,9.3,0,0,1,16.1,17.6,19.1,0
741,2021,5,26,Tony Pollard (DAL) ,14,75,5.4,17,0,0,4,4,28,7,0,0,1,10.3,12.3,14.3,0
1975,2020,10,14,Kareem Hunt (CLE) ,19,104,5.5,19,0,0,3,4,28,9.3,0,0,1,13.2,14.7,16.2,0
1004,2021,10,15,Najee Harris (PIT) ,26,105,4,12,0,0,4,4,28,7,0,0,1,13.3,15.3,17.3,0
660,2021,4,2,Austin Ekeler (LAC) ,15,117,7.8,20,1,1,3,5,28,9.3,1,0,1,26.5,28,29.5,0
176,2022,6,41,Jerick McKinnon (KC) ,2,1,0.5,1,0,0,3,3,29,9.7,0,0,1,3,4.5,6,0
973,2021,9,43,David Johnson (FA) ,4,11,2.8,4,0,0,3,5,29,9.7,0,0,1,4,5.5,7,0
516,2021,1,43,Tony Pollard (DAL) ,3,14,4.7,11,0,0,4,4,29,7.3,0,0,1,4.3,6.3,8.3,0
64,2022,8,23,Nyheim Hines (BUF) ,5,20,4,9,0,1,2,2,29,14.5,0,0,1,10.9,11.9,12.9,0
513,2021,1,39,James Robinson (NYJ) ,5,25,5,7,0,0,3,6,29,9.7,0,0,1,5.4,6.9,8.4,0
320,2022,3,16,Melvin Gordon III (DEN) ,12,26,2.2,6,0,1,5,6,29,5.8,0,0,1,11.5,14,16.5,0
435,2022,1,18,James Conner (ARI) ,10,26,2.6,8,0,1,5,6,29,5.8,0,0,1,11.5,14,16.5,0
1116,2021,12,16,Matt Breida (NYG) ,9,26,2.9,9,0,0,2,2,29,14.5,1,0,1,11.5,12.5,13.5,0
1324,2021,16,17,Antonio Gibson (WAS) ,6,29,4.8,15,0,0,2,4,29,14.5,1,0,1,11.8,12.8,13.8,0
1322,2021,16,14,Alexander Mattison (MIN) ,13,41,3.2,18,0,1,3,4,29,9.7,0,0,1,13,14.5,16,0
507,2021,1,32,Clyde Edwards-Helaire (KC) ,14,43,3.1,9,0,0,3,3,29,9.7,0,0,1,7.2,8.7,10.2,0
1389,2021,17,30,Melvin Gordon III (DEN) ,10,43,4.3,12,0,0,3,4,29,9.7,0,0,1,7.2,8.7,10.2,0
562,2021,2,26,Chase Edmonds (DEN) ,8,46,5.8,14,0,0,5,5,29,5.8,0,0,1,7.5,10,12.5,0
551,2021,2,12,Darrell Henderson Jr. (LAR) ,13,53,4.1,13,0,1,3,5,29,9.7,0,0,1,14.2,15.7,17.2,0
792,2021,6,15,Josh Jacobs (LV) ,16,53,3.3,6,0,1,1,1,29,29,0,0,1,14.2,14.7,15.2,0
1386,2021,17,27,Chase Edmonds (DEN) ,18,53,2.9,14,0,0,5,6,29,5.8,0,0,1,8.2,10.7,13.2,0
557,2021,2,21,Michael Carter (NYJ) ,11,59,5.4,14,0,0,2,3,29,14.5,0,0,1,8.8,9.8,10.8,0
1535,2020,2,6,Christian McCaffrey (SF) ,18,59,3.3,9,0,2,4,5,29,7.3,0,0,1,20.8,22.8,24.8,0
669,2021,4,11,Najee Harris (PIT) ,15,62,4.1,11,0,1,6,7,29,4.8,0,0,1,15.1,18.1,21.1,0
1674,2020,4,25,David Johnson (FA) ,16,63,3.9,15,0,0,2,3,29,14.5,0,0,1,9.2,10.2,11.2,0
1617,2020,3,25,Myles Gaskin (MIA) ,22,66,3,15,0,0,5,5,29,5.8,0,0,1,9.5,12,14.5,0
781,2021,6,4,Darrell Henderson Jr. (LAR) ,21,78,3.7,10,0,1,2,3,29,14.5,1,0,1,22.7,23.7,24.7,0
1828,2020,7,18,James Conner (ARI) ,20,82,4.1,24,1,0,3,5,29,9.7,0,0,1,11.1,12.6,14.1,0
1049,2021,11,6,Dalvin Cook (MIN) ,22,86,3.9,13,0,1,3,4,29,9.7,0,0,1,17.5,19,20.5,2
1121,2021,12,22,James Robinson (NYJ) ,17,86,5.1,12,0,0,3,4,29,9.7,0,1,1,9.5,11,12.5,0
606,2021,3,5,Alvin Kamara (NO) ,24,89,3.7,11,0,0,3,4,29,9.7,1,0,1,17.8,19.3,20.8,0
1727,2020,5,22,Raheem Mostert (MIA) ,11,90,8.2,37,2,0,3,3,29,9.7,0,0,1,11.9,13.4,14.9,0
886,2021,8,8,Najee Harris (PIT) ,26,91,3.5,11,0,1,3,3,29,9.7,0,0,1,18,19.5,21,0
1709,2020,5,3,Todd Gurley II (FA) ,14,121,8.6,35,3,1,4,5,29,7.3,0,0,1,21,23,25,0
1651,2020,4,1,Joe Mixon (CIN) ,25,105,6,34,4,2,6,6,30,5,1,0,1,36.1,39.1,42.1,0
420,2022,1,1,Saquon Barkley (NYG) ,18,92,9.1,68,6,1,6,7,30,5,0,0,1,25.4,28.4,31.4,2
703,2021,4,54,Damien Harris (NE) ,4,4,-1,1,0,0,2,2,30,15,0,0,1,2.6,3.6,4.6,0
2161,2020,13,50,Malcolm Brown (LAR) ,3,3,-1,1,0,0,1,1,30,30,0,0,1,2.7,3.2,3.7,0
238,2022,5,59,Darrell Henderson Jr. (LAR) ,0,0,0,0,0,0,4,5,30,7.5,0,0,1,3,5,7,0
2386,2020,17,51,J.D. McKissic (WAS) ,2,0,0,3,0,0,5,8,30,6,0,0,1,3,5.5,8,0
1395,2021,17,36,Le'Veon Bell (FA) ,3,5,1.7,2,0,0,3,3,30,10,0,0,1,3.5,5,6.5,2
1447,2021,18,48,Darrel Williams (ARI) ,7,17,2.4,5,0,0,3,4,30,10,0,0,1,4.7,6.2,7.7,0
1925,2020,9,13,Zack Moss (IND) ,9,18,2,7,0,1,2,2,30,15,0,0,1,10.8,11.8,12.8,0
862,2021,7,36,Darrel Williams (ARI) ,5,20,4,11,0,0,3,4,30,10,0,0,1,5,6.5,8,0
1666,2020,4,17,D'Andre Swift (DET) ,4,22,5.5,7,0,0,4,4,30,7.5,1,0,1,11.2,13.2,15.2,0
1678,2020,4,30,David Montgomery (CHI) ,10,27,2.7,6,0,0,3,6,30,10,0,0,1,5.7,7.2,8.7,2
1725,2020,5,20,David Montgomery (CHI) ,10,29,2.9,7,0,1,7,8,30,4.3,0,0,1,11.9,15.4,18.9,0
1219,2021,14,9,Aaron Jones (GB) ,5,35,7,15,0,1,3,3,30,10,1,0,1,18.5,20,21.5,0
1712,2020,5,6,Darrell Henderson Jr. (LAR) ,15,38,2.5,7,0,1,3,4,30,10,1,0,1,18.8,20.3,21.8,0
447,2022,1,33,Rex Burkhead (HOU) ,14,40,2.9,8,0,0,5,8,30,6,0,0,1,7,9.5,12,0
2022,2020,11,11,Aaron Jones (GB) ,10,41,4.1,15,0,1,4,4,30,7.5,0,0,1,13.1,15.1,17.1,0
68,2022,8,31,Kareem Hunt (CLE) ,11,42,3.8,15,0,0,4,4,30,7.5,0,0,1,7.2,9.2,11.2,0
332,2022,3,29,Travis Etienne Jr. (JAC) ,13,45,3.5,9,0,0,3,3,30,10,0,0,1,7.5,9,10.5,0
1680,2020,4,32,Miles Sanders (PHI) ,13,46,3.5,9,0,0,2,4,30,15,0,0,1,7.6,8.6,9.6,0
1496,2020,1,34,Alexander Mattison (MIN) ,6,50,8.3,21,1,0,4,4,30,7.5,0,0,1,8,10,12,0
1333,2021,16,27,Darrel Williams (ARI) ,11,55,5,12,0,0,3,3,30,10,0,0,1,8.5,10,11.5,0
1382,2021,17,23,Aaron Jones (GB) ,8,76,9.5,28,2,0,5,6,30,6,0,0,1,10.6,13.1,15.6,0
2127,2020,13,8,James Robinson (NYJ) ,18,78,4.3,15,0,1,6,6,30,5,0,0,1,16.8,19.8,22.8,0
103,2022,7,9,Raheem Mostert (MIA) ,16,79,4.9,12,0,0,4,5,30,7.5,1,0,1,16.9,18.9,20.9,0
196,2022,5,6,Derrick Henry (TEN) ,28,102,3.6,15,0,2,2,2,30,15,0,0,1,25.2,26.2,27.2,0
50,2022,8,8,Dalvin Cook (MIN) ,20,111,5.6,30,2,1,5,6,30,6,0,0,1,20.1,22.6,25.1,0
2070,2020,12,5,James Robinson (NYJ) ,22,128,5.8,27,1,1,5,6,31,6.2,0,0,1,21.9,24.4,26.9,0
251,2022,4,1,Josh Jacobs (LV) ,28,112,5.1,43,3,2,5,6,31,6.2,0,0,1,29.5,32,34.5,0
422,2022,1,3,D'Andre Swift (DET) ,15,112,9.6,50,4,1,3,3,31,10.3,0,0,1,23.5,25,26.5,0
2045,2020,11,37,Nyheim Hines (BUF) ,6,2,0.3,4,0,0,3,4,31,10.3,0,0,1,3.3,4.8,6.3,2
1896,2020,8,42,Le'Veon Bell (FA) ,6,7,1.2,4,0,0,3,3,31,10.3,0,0,1,3.8,5.3,6.8,0
1225,2021,14,16,Darrel Williams (ARI) ,2,8,4,7,0,0,3,3,31,10.3,1,0,1,9.9,11.4,12.9,0
1073,2021,11,32,Saquon Barkley (NYG) ,6,25,4.2,12,0,0,6,6,31,5.2,0,0,1,5.6,8.6,11.6,0
1735,2020,5,31,Matt Breida (NYG) ,9,28,3.1,12,0,0,1,1,31,31,0,0,1,5.9,6.4,6.9,0
1940,2020,9,36,Joshua Kelley (LAC) ,9,28,3.1,9,0,0,5,5,31,6.2,0,0,1,5.9,8.4,10.9,0
2024,2020,11,13,Kenyan Drake (BAL) ,11,29,2.6,12,0,1,4,5,31,7.8,0,0,1,12,14,16,0
1277,2021,15,28,James Conner (ARI) ,8,39,4.9,22,1,0,2,2,31,15.5,0,0,1,7,8,9,0
1988,2020,10,28,Gus Edwards (BAL) ,7,42,6,11,0,0,1,1,31,31,0,0,1,7.3,7.8,8.3,0
2041,2020,11,32,Salvon Ahmed (MIA) ,12,43,3.6,14,0,0,5,6,31,6.2,0,0,1,7.4,9.9,12.4,0
1053,2021,11,10,Devonta Freeman (FA) ,16,49,3.1,10,0,1,6,6,31,5.2,0,0,1,14,17,20,0
1792,2020,6,36,Ezekiel Elliott (DAL) ,12,49,4.1,11,0,0,8,10,31,3.9,0,2,1,4,8,12,0
365,2022,2,4,D'Andre Swift (DET) ,5,56,11.2,50,4,0,2,5,31,15.5,1,0,1,14.7,15.7,16.7,0
615,2021,3,14,Zack Moss (IND) ,13,60,4.6,9,0,0,3,3,31,10.3,1,0,1,15.1,16.6,18.1,0
1221,2021,14,11,Saquon Barkley (NYG) ,16,64,4,13,0,0,3,3,31,10.3,1,0,1,15.5,17,18.5,0
328,2022,3,24,Josh Jacobs (LV) ,13,66,5.1,13,0,0,5,5,31,6.2,0,0,1,9.7,12.2,14.7,0
330,2022,3,27,Jeff Wilson Jr. (MIA) ,12,75,6.3,37,2,0,3,3,31,10.3,0,1,1,8.6,10.1,11.6,0
1467,2020,1,4,Malcolm Brown (LAR) ,18,79,4.4,12,0,2,3,4,31,10.3,0,0,1,23,24.5,26,0
1466,2020,1,3,Ezekiel Elliott (DAL) ,22,96,4.4,14,0,1,3,4,31,10.3,1,0,1,24.7,26.2,27.7,0
1102,2021,12,1,Leonard Fournette (TB) ,17,100,5.9,28,1,3,7,8,31,4.4,1,0,1,37.1,40.6,44.1,0
542,2021,2,3,Tony Pollard (DAL) ,13,109,8.4,28,2,1,3,3,31,10.3,0,0,1,20,21.5,23,0
604,2021,3,3,Peyton Barber (FA) ,23,111,4.8,27,1,1,3,5,31,10.3,0,0,1,20.2,21.7,23.2,0
611,2021,3,10,Derrick Henry (TEN) ,28,113,4,19,0,0,3,3,31,10.3,0,0,1,14.4,15.9,17.4,2
2069,2020,12,4,Nick Chubb (CLE) ,19,112,7.6,29,2,1,3,3,32,10.7,0,0,1,23.6,25.1,26.6,0
344,2022,3,44,J.D. McKissic (WAS) ,3,8,2.7,6,0,0,6,9,32,5.3,0,0,1,4,7,10,0
972,2021,9,42,Tony Pollard (DAL) ,4,11,2.8,8,0,0,1,2,32,32,0,0,1,4.3,4.8,5.3,0
1506,2020,1,48,Le'Veon Bell (FA) ,6,14,2.3,7,0,0,2,2,32,16,0,0,1,4.6,5.6,6.6,0
848,2021,7,20,Javonte Williams (DEN) ,4,20,5,7,0,0,6,7,32,5.3,1,0,1,11.2,14.2,17.2,0
1188,2021,13,32,Nyheim Hines (BUF) ,3,24,8,10,0,0,3,4,32,10.7,0,0,1,5.6,7.1,8.6,0
74,2022,8,39,Joe Mixon (CIN) ,8,27,3.4,6,0,0,7,9,32,4.6,0,0,1,5.9,9.4,12.9,0
18,2022,9,22,Alvin Kamara (NO) ,9,30,3.3,10,0,0,3,4,32,10.7,0,0,1,6.2,7.7,9.2,0
2307,2020,16,17,Leonard Fournette (TB) ,9,34,3.8,8,0,1,3,3,32,10.7,0,0,1,12.6,14.1,15.6,0
1115,2021,12,15,Tony Pollard (DAL) ,10,36,3.6,12,0,0,4,4,32,8,0,0,1,6.8,8.8,10.8,6
2145,2020,13,31,Austin Ekeler (LAC) ,8,36,4.5,9,0,0,4,9,32,8,0,0,1,6.8,8.8,10.8,0
1563,2020,2,38,Clyde Edwards-Helaire (KC) ,10,38,3.8,17,0,0,6,8,32,5.3,0,0,1,7,10,13,0
1923,2020,9,11,Duke Johnson Jr. (BUF) ,16,41,2.6,8,0,1,4,4,32,8,0,1,1,11.3,13.3,15.3,0
424,2022,1,5,Clyde Edwards-Helaire (KC) ,7,42,6,18,0,0,3,3,32,10.7,2,0,1,19.4,20.9,22.4,0
1387,2021,17,28,Rex Burkhead (HOU) ,16,47,2.9,8,0,0,6,6,32,5.3,0,0,1,7.9,10.9,13.9,0
276,2022,4,30,Ezekiel Elliott (DAL) ,19,49,2.6,7,0,0,2,2,32,16,0,0,1,8.1,9.1,10.1,0
2365,2020,17,19,Justin Jackson (DET) ,9,72,8,34,2,0,1,2,32,32,0,0,1,10.4,10.9,11.4,2
1667,2020,4,18,James Robinson (NYJ) ,17,75,4.4,14,0,0,4,4,32,8,0,0,1,10.7,12.7,14.7,0
1474,2020,1,11,David Johnson (FA) ,11,77,7,19,0,1,3,4,32,10.7,0,0,1,16.9,18.4,19.9,0
1949,2020,9,48,Devin Singletary (BUF) ,2,1,0.5,2,0,0,3,3,33,11,0,0,1,3.4,4.9,6.4,0
976,2021,9,46,Chuba Hubbard (CAR) ,3,3,1,3,0,0,1,2,33,33,0,0,1,3.6,4.1,4.6,0
464,2022,1,52,Samaje Perine (CIN) ,1,4,4,4,0,0,3,5,33,11,0,0,1,3.7,5.2,6.7,0
229,2022,5,48,Antonio Gibson (WAS) ,3,6,2,3,0,0,3,4,33,11,0,0,1,3.9,5.4,6.9,0
695,2021,4,43,D'Andre Swift (DET) ,8,16,2,6,0,0,4,6,33,8.3,0,0,1,4.9,6.9,8.9,0
2368,2020,17,23,Austin Ekeler (LAC) ,7,18,2.6,6,0,0,6,7,33,5.5,1,0,1,11.1,14.1,17.1,0
393,2022,2,37,Travis Etienne Jr. (JAC) ,9,20,2.2,6,0,0,3,3,33,11,0,0,1,5.3,6.8,8.3,0
635,2021,3,38,Kenyan Drake (BAL) ,8,24,3,6,0,0,3,6,33,11,0,0,1,5.7,7.2,8.7,0
452,2022,1,39,Eno Benjamin (ARI) ,4,28,7,16,0,0,3,4,33,11,0,0,1,6.1,7.6,9.1,0
623,2021,3,23,Javonte Williams (DEN) ,12,29,2.4,14,0,1,3,4,33,11,0,1,1,10.2,11.7,13.2,0
1281,2021,15,32,Leonard Fournette (TB) ,9,34,3.8,8,0,0,7,7,33,4.7,0,0,1,6.7,10.2,13.7,0
210,2022,5,20,Joshua Kelley (LAC) ,10,49,4.9,16,0,1,2,2,33,16.5,0,0,1,14.2,15.2,16.2,0
106,2022,7,12,Joe Mixon (CIN) ,17,58,3.4,11,0,1,3,3,33,11,0,0,1,15.1,16.6,18.1,0
2083,2020,12,20,Benny Snell Jr. (PIT) ,16,60,3.8,13,0,0,3,4,33,11,0,0,1,9.3,10.8,12.3,0
1926,2020,9,15,D'Andre Swift (DET) ,13,64,4.9,17,0,0,3,5,33,11,0,0,1,9.7,11.2,12.7,0
1544,2020,2,15,Ezekiel Elliott (DAL) ,22,89,4,11,0,1,6,7,33,5.5,0,1,1,16.2,19.2,22.2,0
842,2021,7,14,Khalil Herbert (CHI) ,18,100,5.6,29,1,0,5,5,33,6.6,0,0,1,13.3,15.8,18.3,0
735,2021,5,20,Chuba Hubbard (CAR) ,24,101,4.2,26,1,0,5,6,33,6.6,0,0,1,13.4,15.9,18.4,0
257,2022,4,7,Derrick Henry (TEN) ,22,114,5.2,19,0,1,3,5,33,11,0,0,1,20.7,22.2,23.7,0
1296,2021,15,50,Khalil Herbert (CHI) ,0,0,0,0,0,0,3,4,34,11.3,0,0,1,3.4,4.9,6.4,0
760,2021,5,49,Devonta Freeman (FA) ,1,1,1,1,0,0,3,4,34,11.3,0,0,1,3.5,5,6.5,0
1196,2021,13,41,Latavius Murray (DEN) ,2,1,0.5,3,0,0,2,2,34,17,0,0,1,3.5,4.5,5.5,0
1947,2020,9,46,Mike Davis (BAL) ,1,3,3,3,0,0,5,6,34,6.8,0,0,1,3.7,6.2,8.7,0
697,2021,4,46,Miles Sanders (PHI) ,7,13,1.9,5,0,0,3,3,34,11.3,0,0,1,4.7,6.2,7.7,0
2331,2020,16,45,Todd Gurley II (FA) ,4,16,4,6,0,0,3,3,34,11.3,0,0,1,5,6.5,8,0
859,2021,7,33,J.D. McKissic (WAS) ,4,22,5.5,8,0,0,4,6,34,8.5,0,0,1,5.6,7.6,9.6,0
60,2022,8,19,Leonard Fournette (TB) ,9,24,2.7,9,0,1,3,3,34,11.3,0,0,1,11.8,13.3,14.8,0
673,2021,4,16,Alex Collins (FA) ,10,44,4.4,14,0,1,2,2,34,17,0,0,1,13.8,14.8,15.8,0
1716,2020,5,10,Myles Gaskin (MIA) ,16,57,3.6,21,1,1,5,5,34,6.8,0,0,1,15.1,17.6,20.1,0
939,2021,9,5,Nyheim Hines (BUF) ,6,74,12.3,34,3,1,4,6,34,8.5,0,0,1,16.8,18.8,20.8,0
788,2021,6,11,Aaron Jones (GB) ,13,76,5.8,28,1,0,4,4,34,8.5,1,0,1,17,19,21,0
1164,2021,13,5,Alexander Mattison (MIN) ,22,90,4.1,11,0,1,3,3,34,11.3,0,0,1,18.4,19.9,21.4,0
2303,2020,16,12,Ezekiel Elliott (DAL) ,19,105,5.5,31,2,0,4,4,34,8.5,0,0,1,13.9,15.9,17.9,0
1105,2021,12,4,Elijah Mitchell (SF) ,27,123,4.9,15,0,1,5,6,35,7,0,0,1,22.8,25.3,27.8,0
1026,2021,10,42,J.D. McKissic (WAS) ,2,4,2,2,0,0,4,4,35,8.8,0,0,1,3.9,5.9,7.9,0
1845,2020,7,37,Rex Burkhead (HOU) ,4,12,3,5,0,0,3,4,35,11.7,0,0,1,4.7,6.2,7.7,0
1927,2020,9,17,Antonio Gibson (WAS) ,6,20,3.3,11,0,1,3,3,35,11.7,0,1,1,9.5,11,12.5,0
72,2022,8,37,Michael Carter (NYJ) ,7,26,3.7,11,0,0,4,7,35,8.8,0,0,1,6.1,8.1,10.1,0
1968,2020,10,7,Rex Burkhead (HOU) ,6,31,5.2,9,0,0,4,5,35,8.8,2,0,1,18.6,20.6,22.6,0
